SNRdB,Acond,Run,R0,Initial,Alg,Iter,WallTime,Cost,MISI,MMD,MMSE
3.01029995663981,1,1,1,W0,MISA,10000,1482.43224,316.881611292236,0.184353424768714,0.870323059292817,1.10494167105526
3.01029995663981,1,1,1,W0,Infomax,0,3.189047,317.104694856711,0.128886687412859,0.773896190225618,0.852226233270183
3.01029995663981,1,1,2,W0,MISA,10000,1485.833628,318.281175003456,0.225486204600335,0.920520197167577,1.26169933265522
3.01029995663981,1,1,2,W0,Infomax,0,3.49815,317.999751134729,0.115744911520773,0.743363609497504,0.78737495077479
3.01029995663981,1,1,3,W0,MISA,10000,1489.472567,319.242781669237,0.22358422103634,0.923362805743031,1.26744774537187
3.01029995663981,1,1,3,W0,Infomax,0,3.392317,318.814573096912,0.108503945532447,0.717981935314287,0.734982240794082
3.01029995663981,1,1,4,W0,MISA,10000,1495.799989,317.931669119615,0.22316811346474,0.91870246276028,1.25194962639258
3.01029995663981,1,1,4,W0,Infomax,0,3.342447,317.456912441747,0.1128947805285,0.722974259620365,0.744999522448766
3.01029995663981,1,1,5,W0,MISA,10000,1478.721322,320.349284736927,0.221340423698842,0.916149762804991,1.24603606042026
3.01029995663981,1,1,5,W0,Infomax,0,3.471404,319.924703792022,0.100433883924086,0.702265297109591,0.696616751221889
3.01029995663981,1,1,6,W0,MISA,10000,1473.008056,318.308345801368,0.223448062038629,0.91846183577355,1.25728581067003
3.01029995663981,1,1,6,W0,Infomax,0,3.529897,317.666547402994,0.100867839561477,0.693956530019805,0.687199960517413
3.01029995663981,1,1,7,W0,MISA,10000,1475.804683,318.290484321127,0.220597468839116,0.923752648265076,1.26458728055463
3.01029995663981,1,1,7,W0,Infomax,0,3.000625,318.005934040426,0.117502565946186,0.744254154579366,0.793801151915929
3.01029995663981,1,1,8,W0,MISA,10000,1482.708473,318.008783711725,0.225519564339713,0.928927703772776,1.28645957615923
3.01029995663981,1,1,8,W0,Infomax,0,2.68896,317.806817277524,0.121059009539277,0.757885325873635,0.808855268265614
3.01029995663981,1,1,9,W0,MISA,10000,1471.384337,319.04113378637,0.216584232407356,0.911548321586791,1.23062748631641
3.01029995663981,1,1,9,W0,Infomax,0,2.755631,319.012459106679,0.131919035975579,0.773689195868428,0.859176308911953
3.01029995663981,1,1,10,W0,MISA,10000,1483.714057,318.138217717297,0.212403967149186,0.909072105145636,1.21758452082586
3.01029995663981,1,1,10,W0,Infomax,0,3.68602,318.348672018159,0.138042151374793,0.800066635347269,0.91381743542852
3.01029995663981,3,1,1,W0,MISA,7046,1051.153686,439.58657945824,0.015050475375467,0.161612977575253,0.0309518865969731
3.01029995663981,3,1,1,W0,Infomax,0,23.943747,441.712625817493,0.0395871528234524,0.439595927100984,0.232533649876479
3.01029995663981,3,1,2,W0,MISA,2039,309.659918,436.717487266538,0.0149698696183986,0.160415407113465,0.0305742079989999
3.01029995663981,3,1,2,W0,Infomax,0,19.387636,437.413954138677,0.0188156583802106,0.218948894296754,0.0534344233581769
3.01029995663981,3,1,3,W0,MISA,944,139.237469,440.761014480125,0.0150619446764063,0.161438860488902,0.0309014120302336
3.01029995663981,3,1,3,W0,Infomax,0,20.409807,443.805574099541,0.0612614247208041,0.562799756983483,0.403290712886098
3.01029995663981,3,1,4,W0,MISA,1830,266.45689,438.68234470071,0.0149095587582683,0.160039045229828,0.0304196777201335
3.01029995663981,3,1,4,W0,Infomax,0,20.833633,441.115800257143,0.0463718797252234,0.477274607228668,0.280172134429348
3.01029995663981,3,1,5,W0,MISA,3669,549.760538,440.654212156935,0.0150945724736143,0.162099872319751,0.0311172721673516
3.01029995663981,3,1,5,W0,Infomax,0,19.986337,442.178565398078,0.0292442279278372,0.363818788351603,0.163093725001818
3.01029995663981,3,1,6,W0,MISA,5281,796.057101,438.182266567993,0.0149984789127535,0.161353770275266,0.0308740767045286
3.01029995663981,3,1,6,W0,Infomax,0,13.487652,440.43937586559,0.0432299126111547,0.479967402290425,0.289367240164656
3.01029995663981,3,1,7,W0,MISA,1128,173.743263,439.729131953373,0.0149888319159119,0.160615314037711,0.0306976615950585
3.01029995663981,3,1,7,W0,Infomax,0,21.081018,441.009862156731,0.0252530110237817,0.327390794272993,0.125809131779745
3.01029995663981,3,1,8,W0,MISA,3082,474.231155,438.559193336586,0.0149049438057831,0.160396880076108,0.0305937364359961
3.01029995663981,3,1,8,W0,Infomax,0,23.50573,440.745755623334,0.0393182003635198,0.448154948626778,0.248932454647584
3.01029995663981,3,1,9,W0,MISA,1234,186.405794,437.550344195589,0.0148832879329633,0.159841739058836,0.0304368325863233
3.01029995663981,3,1,9,W0,Infomax,0,23.613009,439.069200649596,0.0286877957913573,0.358969881242114,0.149383261955151
3.01029995663981,3,1,10,W0,MISA,1323,197.975273,439.155768129083,0.0148778664539545,0.160277172178937,0.0305919249510531
3.01029995663981,3,1,10,W0,Infomax,0,22.615419,441.689205205585,0.0483371505243011,0.505702600183209,0.322720967249692
3.01029995663981,7,1,1,W0,MISA,10000,1500.470671,396.838883910724,0.141389718885357,0.794478379122134,0.87287868312156
3.01029995663981,7,1,1,W0,Infomax,0,9.644868,396.297806428238,0.0767303592775579,0.625955391806629,0.507861170954504
3.01029995663981,7,1,2,W0,MISA,3525,762.241807,391.346988844596,0.0166075042087871,0.176588370363103,0.0426066926537076
3.01029995663981,7,1,2,W0,Infomax,0,15.309151,393.094228809221,0.0351750063203888,0.41300231488592,0.216597801998391
3.01029995663981,7,1,3,W0,MISA,7517,1176.865552,394.228757970162,0.0165050127575592,0.176274706718986,0.0426368048455725
3.01029995663981,7,1,3,W0,Infomax,0,23.63211,395.251257437184,0.023050625900313,0.289533778431778,0.103045438545685
3.01029995663981,7,1,4,W0,MISA,5579,906.317976,392.128655848091,0.0164103216349323,0.174976072775927,0.0420834976395132
3.01029995663981,7,1,4,W0,Infomax,0,23.578405,393.586135235698,0.027930380317591,0.358136227331043,0.157158517412869
3.01029995663981,7,1,5,W0,MISA,4153,631.54038,393.201079324751,0.0164452704828162,0.175168689851787,0.0422176056245271
3.01029995663981,7,1,5,W0,Infomax,0,14.93275,394.360337651236,0.025009337098897,0.31134761247217,0.11972858377935
3.01029995663981,7,1,6,W0,MISA,4555,761.768277,391.843510190092,0.0166241397046626,0.177448198139175,0.0429115686057107
3.01029995663981,7,1,6,W0,Infomax,0,19.969226,393.138543690452,0.0280441330533382,0.347341803456792,0.150409174951206
3.01029995663981,7,1,7,W0,MISA,2251,464.755266,392.994462477715,0.0164942100329469,0.175531248687055,0.0422885074642438
3.01029995663981,7,1,7,W0,Infomax,0,23.960393,395.055110634783,0.0392610022241226,0.442164194004339,0.243278104041478
3.01029995663981,7,1,8,W0,MISA,3142,495.887144,394.786521897705,0.0165449586747889,0.176724425204111,0.0428985196871989
3.01029995663981,7,1,8,W0,Infomax,0,22.49205,398.437346265707,0.0778756804354883,0.638579910401886,0.528214130386203
3.01029995663981,7,1,9,W0,MISA,3124,578.201153,392.682332442862,0.0163637305432185,0.175013908889723,0.0420966891359376
3.01029995663981,7,1,9,W0,Infomax,0,4.899431,396.256109473396,0.0771136195879984,0.643644443608109,0.544019462938069
3.01029995663981,7,1,10,W0,MISA,9945,1488.76966,392.499382711368,0.0164408209896257,0.175309549652997,0.0421081927625793
3.01029995663981,7,1,10,W0,Infomax,0,16.973323,394.477838850558,0.0379533808229005,0.437290119834132,0.236960964273248
3.01029995663981,15,1,1,W0,MISA,10000,2018.229045,379.09838412334,0.205978064955042,0.903391737434833,1.17708467102808
3.01029995663981,15,1,1,W0,Infomax,0,6.146884,378.605771179547,0.104342640498697,0.718590860403251,0.70088348508509
3.01029995663981,15,1,2,W0,MISA,10000,1636.046417,377.532773278369,0.181592326605347,0.866550238020736,1.07578022376635
3.01029995663981,15,1,2,W0,Infomax,0,13.230616,376.198306340712,0.0614139525028386,0.558862731481601,0.406925870962015
3.01029995663981,15,1,3,W0,MISA,10000,1586.199967,381.315734219099,0.215513390979746,0.90761224275556,1.20943269849339
3.01029995663981,15,1,3,W0,Infomax,0,8.588722,380.37276672853,0.0896489400398041,0.670572203164391,0.605416216674705
3.01029995663981,15,1,4,W0,MISA,10000,1485.127907,377.775697030477,0.196145152835718,0.891192049695502,1.14380996578056
3.01029995663981,15,1,4,W0,Infomax,0,2.647792,377.768362498365,0.115507600452856,0.750930903854702,0.7677171640709
