SNRdB,Acond,Run,R0,Initial,Alg,Iter,WallTime,Cost,MISI,MMD,MMSE
3.01029995663981,1,3,3,W0,RE+MISA,281,5174.47204,4597.06505331755,0.00521003348463603,0.0470899254393662,0.101117615524118
3.01029995663981,1,3,3,W0,RE+IVA-L bkt,1124,2839.598496,4635.68245691859,0.275011802084425,0.875325347252582,0.777172248568862
3.01029995663981,1,3,3,W0,gPCA+MISA,394,7855.333287,1591.12593926311,0.00520990404047939,0.0470884987487988,0.101117038493751
3.01029995663981,1,3,3,W0,gPCA+IVA-L bkt,1576,3824.426085,1592.62037594325,0.00927450608736179,0.0914138806135264,0.105881638393695
3.01029995663981,3,3,3,W0,RE+MISA,241,5003.235291,7298.38942955377,0.00453893406705993,0.0409309238544919,0.00952578525466219
3.01029995663981,3,3,3,W0,RE+IVA-L bkt,964,2183.370866,7338.56931544734,0.214639304155455,0.84123360007217,0.596590147291513
3.01029995663981,3,3,3,W0,gPCA+MISA,283,5578.28239,1564.43464425659,0.00451899545234656,0.0406830417583355,0.00951057291174018
3.01029995663981,3,3,3,W0,gPCA+IVA-L bkt,1132,2543.234583,1566.7358054275,0.00923262783050893,0.157084666803339,0.0135720506838131
3.01029995663981,7,3,3,W0,RE+MISA,236,4872.870463,6690.24506141468,0.00537425558906205,0.117964804195618,0.0178851055009741
3.01029995663981,7,3,3,W0,RE+IVA-L bkt,944,2326.839648,6722.42158576209,0.171317235733282,0.782622450529218,0.499498662454962
3.01029995663981,7,3,3,W0,gPCA+MISA,287,5233.452551,1568.6386288086,0.00493082408541987,0.0443980065513348,0.0177144589561047
3.01029995663981,7,3,3,W0,gPCA+IVA-L bkt,1148,2757.956372,1573.43226826972,0.0132531249459327,0.285335697531303,0.023977982465448
3.01029995663981,15,3,3,W0,RE+MISA,428,16875.241664,6439.18292786579,0.00829443156492697,0.0779731378289656,0.0284562212163741
3.01029995663981,15,3,3,W0,RE+IVA-L bkt,1712,3676.057252,6456.31802761455,0.0665603917255401,0.572127768241304,0.191605235162165
3.01029995663981,15,3,3,W0,gPCA+MISA,349,6280.968234,1574.72160874323,0.0067751072200339,0.0622195731450736,0.0270302915079799
3.01029995663981,15,3,3,W0,gPCA+IVA-L bkt,1396,2974.420046,1577.8000266652,0.0118341206667917,0.234014137229664,0.0327278438269532
30,7,3,3,W0,RE+MISA,300,8970.47015,6482.53842817251,0.00622439366663168,0.0579077502051612,0.00323589594000118
30,7,3,3,W0,RE+IVA-L bkt,1200,3665.262257,6506.11589345291,0.0971943642423153,0.664156892687925,0.275070584893265
30,7,3,3,W0,gPCA+MISA,295,5521.154508,1561.76237422951,0.00445152716963658,0.0400604795162763,0.00236152633135389
30,7,3,3,W0,gPCA+IVA-L bkt,1180,2494.1317,1563.87789297527,0.00866296692747587,0.13051890619287,0.00585220815274723
10,7,3,3,W0,RE+MISA,404,10750.737635,6515.05875374392,0.00914413702994091,0.0876774228377143,0.0112165759160283
10,7,3,3,W0,RE+IVA-L bkt,1616,5759.34622,6530.17695415763,0.0556696186213821,0.535962244630987,0.140970177597905
10,7,3,3,W0,gPCA+MISA,316,5988.026442,1564.00887897367,0.00454276084640496,0.0408857670691684,0.00745589286959891
10,7,3,3,W0,gPCA+IVA-L bkt,1264,3156.808459,1566.63996254444,0.0100473322640627,0.203762706878605,0.0119244917129757
3.01029995663981,7,3,3,W0,RE+MISA,302,7457.856473,6550.75805535318,0.0114135406231574,0.110910475707519,0.0250094246958781
3.01029995663981,7,3,3,W0,RE+IVA-L bkt,1208,2990.995373,6581.59472079186,0.169911531276008,0.789810459675352,0.495464087838163
3.01029995663981,7,3,3,W0,gPCA+MISA,256,4536.296957,1568.6386291313,0.00493081501135303,0.0443978188123647,0.0177144258249857
3.01029995663981,7,3,3,W0,gPCA+IVA-L bkt,1024,3057.736371,1573.19591773648,0.0126937134909553,0.266871111480376,0.0238584492879461
0.457574905606751,7,3,3,W0,RE+MISA,426,11065.00588,6597.45740441384,0.0153102898792016,0.150822049921349,0.0618296790259405
0.457574905606751,7,3,3,W0,RE+IVA-L bkt,1704,4961.244554,6618.41531970647,0.126842558417791,0.70782543857018,0.413388714622114
0.457574905606751,7,3,3,W0,gPCA+MISA,266,4949.342017,1580.69882343601,0.00676924828383318,0.0872521461724427,0.046636810622112
0.457574905606751,7,3,3,W0,gPCA+IVA-L bkt,1064,2271.926656,1582.51431835149,0.0101983791550584,0.144546773926406,0.0522717754355568
0.0043451177401773,7,3,3,W0,RE+MISA,460,10289.068422,7521.18961684198,0.0345201595809046,0.35210447170163,0.371675851901235
0.0043451177401773,7,3,3,W0,RE+IVA-L bkt,1840,3967.200772,7559.57836541973,0.524839171284655,0.976165811343367,1.26762746411314
0.0043451177401773,7,3,3,W0,gPCA+MISA,495,8947.001524,1645.80369726829,0.0205774564355784,0.192734590692636,0.318768973498176
0.0043451177401773,7,3,3,W0,gPCA+IVA-L bkt,1980,6710.027402,1654.7027289478,0.10376251149387,0.600889230478728,0.544904364011147
