SNRdB,Acond,Run,R0,Initial,Alg,Iter,WallTime,Cost,MISI,MMD,MMSE
3.01029995663981,1,2,1,W0,MISA w/o GP,7854,2549.373438,181.733409818722,0.256901741335919,0.862353936945514,0.857496756150428
3.01029995663981,1,2,1,W0,MISA w/ GP,922,5348.387328,180.401568587398,0.0386029690604791,0.16224338568877,0.18227189165404
3.01029995663981,1,2,1,W0,JBD SOS,922,3215.757213,182.302937069044,0.270386727477681,0.863387478795721,0.822565754644678
3.01029995663981,3,2,1,W0,MISA w/o GP,343,73.817942,340.109156727474,0.422376557796791,0.947578645280956,1.20674344605339
3.01029995663981,3,2,1,W0,MISA w/ GP,471,281.494587,337.536514498695,0.0389494207125989,0.22643641112996,0.127025064924645
3.01029995663981,3,2,1,W0,JBD SOS,471,3422.08556,339.632978188959,0.270122558484923,0.862571120249331,0.876215529824128
3.01029995663981,7,2,1,W0,MISA w/o GP,5742,1277.565133,283.156136716157,0.150606794544383,0.765941338121646,0.601668843793325
3.01029995663981,7,2,1,W0,MISA w/ GP,1966,3411.817973,282.441953898147,0.069454556653883,0.357147415458727,0.199573247495826
3.01029995663981,7,2,1,W0,JBD SOS,1966,3382.905206,284.299534706468,0.302874732445873,0.897922766559588,1.03570548514363
3.01029995663981,15,2,1,W0,MISA w/o GP,8343,2595.906476,273.874467992535,0.175661121641331,0.79220623741618,0.695038567781995
3.01029995663981,15,2,1,W0,MISA w/ GP,1568,4236.76324,272.983974622371,0.0735125560267332,0.43229837969505,0.299369293182308
3.01029995663981,15,2,1,W0,JBD SOS,1568,3357.502106,274.78258219036,0.304166001552489,0.893711917660967,0.959720315350389
30,7,2,1,W0,MISA w/o GP,1219,425.00214,276.043772828177,0.351568097658723,0.930028735637858,1.19274185931043
30,7,2,1,W0,MISA w/ GP,0,3744.124072,275.475179872612,0.30026687385525,0.855683552755948,0.814433455983183
30,7,2,1,W0,JBD SOS,0,3413.572035,275.943078702887,0.272596523657064,0.896587405323544,1.05201490205267
10,7,2,1,W0,MISA w/o GP,5229,1601.467481,277.05020232716,0.247587688761146,0.877838830708922,0.682402979140663
10,7,2,1,W0,MISA w/ GP,0,4108.630782,276.02612632949,0.0783067940571908,0.512651312670244,0.40070368170938
10,7,2,1,W0,JBD SOS,0,3294.783046,277.772287094433,0.312559250050595,0.894755274958735,0.997026744025677
3.01029995663981,7,2,1,W0,MISA w/o GP,7024,1754.411124,265.879773972773,0.132792429967668,0.748664982906893,0.711802880879903
3.01029995663981,7,2,1,W0,MISA w/ GP,0,5061.552081,265.465572336512,0.0930692329553381,0.477302069634677,0.337464161695396
3.01029995663981,7,2,1,W0,JBD SOS,0,3452.510592,267.092958930119,0.340315270919442,0.908008775008487,0.994563097638737
0.457574905606751,7,2,1,W0,MISA w/o GP,10000,2319.423881,270.314820164685,0.293976198209089,0.874879231458053,0.940576169924842
0.457574905606751,7,2,1,W0,MISA w/ GP,0,5818.029662,269.961483904125,0.229491378862366,0.825499955852249,0.700630466778241
0.457574905606751,7,2,1,W0,JBD SOS,0,3086.292781,270.975374420187,0.371380665437179,0.934981806954613,1.15907306474455
0.0043451177401773,7,2,1,W0,MISA w/o GP,9162,651.897878,291.63647716078,0.374507017847285,0.948495674888629,1.3133129577475
0.0043451177401773,7,2,1,W0,MISA w/ GP,0,971.681404,291.63647716078,0.374507017847285,0.948495674888629,1.3133129577475
0.0043451177401773,7,2,1,W0,JBD SOS,0,2539.237296,292.426329433402,0.402226233320739,0.960081802401077,1.33695206180965
